question,answer,context,id,task,direction,size
what location has the most maps?,Cromer,csv/204-csv/929.csv,nt-5166,,,
how many more bronze medals did canada earn than venezuela?,6 more,csv/203-csv/716.csv,nt-5167,,,
tell me the number of people that attended the first game they won in october.,"21,707",csv/204-csv/523.csv,nt-5168,,,
how many times was there a loss by more than 5 points?,14,csv/204-csv/36.csv,nt-5169,,,
what was the last year they were 5th?,2010,csv/204-csv/426.csv,nt-5170,,,
who was the only representative who won a special award at miss nepal but did not place at miss nepal?,Madina Begum,csv/204-csv/172.csv,nt-5171,,,
"what was the next album released after ""the man in the mirror""?",Past the Point of No Return,csv/203-csv/830.csv,nt-5172,,,
what is the total population for aberdeen in 2011?,599,csv/204-csv/43.csv,nt-5173,,,
who had the lowest lap time?,Marc Márquez,csv/204-csv/603.csv,nt-5174,,,
what is the number of years that the team did not qualify for playoffs?,10,csv/203-csv/595.csv,nt-5175,,,
what are the total number of landmarks located in maui?,3,csv/204-csv/752.csv,nt-5176,,,
what was the last position that the team achieved?,4th,csv/204-csv/42.csv,nt-5177,,,
"which city is home to the greatest number of historic sites, existing or demolished?",Port Huron,csv/204-csv/558.csv,nt-5178,,,
which country has the most pga championships.,United States,csv/204-csv/396.csv,nt-5179,,,
is koli larger than lemmenjoki?,No,csv/204-csv/143.csv,nt-5180,,,
which year had at most a time of 9.72?,2008,csv/203-csv/524.csv,nt-5181,,,
which episode had at least 1.0 viewers?,Episode Ten,csv/204-csv/449.csv,nt-5182,,,
name a racer that had at least 20 points.,Mattia Pasini,csv/204-csv/214.csv,nt-5183,,,
how many consecutive years did rosenborg win gold?,13,csv/203-csv/683.csv,nt-5184,,,
what was the difference in vote percent between 1968 and 1974?,7.6,csv/203-csv/732.csv,nt-5185,,,
in how many titles on this list did he not play the role of phineas bogg?,4,csv/202-csv/205.csv,nt-5186,,,
did mitsuo kamata have more than 40 total points?,No,csv/203-csv/456.csv,nt-5187,,,
what is the number of stories directed by jim ryan?,6,csv/203-csv/338.csv,nt-5188,,,
who was the previous winner to the 1997 winner?,Boston Harbor,csv/204-csv/62.csv,nt-5189,,,
how long has it been since the first hanging occurred?,169 years,csv/203-csv/9.csv,nt-5190,,,
how many games were played?,180,csv/203-csv/67.csv,nt-5191,,,
what season has the most goals?,2005,csv/204-csv/235.csv,nt-5192,,,
what's the total limiting matitude of coast visible and coast infrared?,10,csv/203-csv/279.csv,nt-5193,,,
how many names do not have images next to them?,41,csv/204-csv/558.csv,nt-5194,,,
which mountain peak has the most isolation?,Mount Whitney,csv/204-csv/25.csv,nt-5195,,,
how many pieces were published in the 1830's?,6,csv/204-csv/549.csv,nt-5196,,,
which country has the most silver medals?,New Caledonia,csv/203-csv/612.csv,nt-5197,,,
give the number of people eliminated in week 1?,4,csv/204-csv/688.csv,nt-5198,,,
what movie was made immediately before the pledge?,The In Crowd,csv/203-csv/98.csv,nt-5199,,,
what was the last team to win in the first round proper?,Bury,csv/204-csv/802.csv,nt-5200,,,
what was the number of awards received by nancy cartwright for her voice work on the simpsons between 1992 and 2011.,2,csv/203-csv/782.csv,nt-5201,,,
the douglas c-47 skytrain and the de haviland canada dhc-2 beaver were both replaced by which model?,Replaced by the C-130,csv/204-csv/710.csv,nt-5202,,,
who was the first female flag bearer for georgia in the olympics?,Sofia Akhmeteli,csv/204-csv/266.csv,nt-5203,,,
what song hit the highest spot on the uk chart?,Wild World,csv/204-csv/654.csv,nt-5204,,,
"which did he win more, best foreign actor or best actor?",Best Actor,csv/204-csv/970.csv,nt-5205,,,
how many racers had an offenhauser engine?,8,csv/204-csv/511.csv,nt-5206,,,
where is the most popular destination for passengers leaving london southend airport?,Netherlands - Amsterdam,csv/203-csv/340.csv,nt-5207,,,
which park has the least land area?,Perämeri,csv/204-csv/143.csv,nt-5208,,,
who finished directly after thugwane?,Delmir dos Santos,csv/204-csv/669.csv,nt-5209,,,
who won the medal after thomas e. murray in 1952?,I.A. O'Shaughnessy,csv/203-csv/509.csv,nt-5210,,,
what is the top-grossing film on this list?,Captain America: The Winter Soldier,csv/204-csv/7.csv,nt-5211,,,
did the spanish player place above or below the japanese player?,Above,csv/204-csv/160.csv,nt-5212,,,
what team was silvestre varela a member of before moving to porto?,Estrela da Amadora,csv/204-csv/539.csv,nt-5213,,,
which country had the most riders?,UK,csv/203-csv/439.csv,nt-5214,,,
how many singles were released in 2010?,3,csv/204-csv/365.csv,nt-5215,,,
"what challenge came next after ""jungle falls""?",Tomb of Torment,csv/204-csv/628.csv,nt-5216,,,
what year did he only have 1 assisted tackle?,2007,csv/204-csv/957.csv,nt-5217,,,
which teams have the most number of wins?,Bayern Munich|Borussia Dortmund,csv/203-csv/309.csv,nt-5218,,,
how many utility vehicles used by the philippine marines have their origin in the united states?,6,csv/204-csv/295.csv,nt-5219,,,
what is the average total of the transfer fee in million?,9.4 million,csv/204-csv/402.csv,nt-5220,,,
what was the last game of the 2013 season?,Guangzhou Evergrande,csv/204-csv/375.csv,nt-5221,,,
what is the total number of snowboarding medals won by shaun white?,2,csv/203-csv/308.csv,nt-5222,,,
what is the combined area size of the yamato flat inland plain and the yamato highland?,1344.16,csv/200-csv/33.csv,nt-5223,,,
germany had how many consecutive athletes ranked?,4,csv/204-csv/862.csv,nt-5224,,,
in what year did babin have the highest amount of fumble recoveries,2004,csv/203-csv/258.csv,nt-5225,,,
how many of these members were elected in october?,3,csv/204-csv/608.csv,nt-5226,,,
how many games took place in ostrava?,2,csv/203-csv/537.csv,nt-5227,,,
how long did felix loch take to complete the men's luge?,46.808,csv/203-csv/829.csv,nt-5228,,,
who elected 17?,Kerala,csv/203-csv/562.csv,nt-5229,,,
how long did the first director serve in office?,2 years,csv/203-csv/376.csv,nt-5230,,,
how many games were produced from 1988 to 1993?,7,csv/203-csv/489.csv,nt-5231,,,
"in total, how many times were they promoted?",2,csv/204-csv/117.csv,nt-5232,,,
who served after v. vaithilingam?,L. Periyasamy,csv/204-csv/54.csv,nt-5233,,,
how many years have an inflation index above 90?,3,csv/201-csv/7.csv,nt-5234,,,
total number of wins,7,csv/204-csv/386.csv,nt-5235,,,
"how many times was the number under the money column more than 30,000?",2,csv/204-csv/126.csv,nt-5236,,,
what was the last season when mike scott was the opening day starter for the astros?,1991,csv/203-csv/281.csv,nt-5237,,,
the 1993-1994 flyers missed the playoffs again. how many consecutive seasons up until 93-94 did the flyers miss the playoffs?,5,csv/203-csv/31.csv,nt-5238,,,
which county covers the most area?,Dare County,csv/204-csv/960.csv,nt-5239,,,
what was mayer's best result: i.e his longest throw?,63.17 m,csv/203-csv/429.csv,nt-5240,,,
how many stages was the 1982 marlboro tour?,15,csv/204-csv/694.csv,nt-5241,,,
what was the charge against the defendant who was arrested after 1955?,Lewd conduct with a minor,csv/204-csv/479.csv,nt-5242,,,
which location had the most conferences listed?,Calcutta,csv/204-csv/278.csv,nt-5243,,,
how many countries have one more than 10 gold medals?,3,csv/203-csv/497.csv,nt-5244,,,
which sunken u-boat had the most casualties,U-192,csv/203-csv/386.csv,nt-5245,,,
what role did kajal play before pooja?,Sunnanda,csv/203-csv/451.csv,nt-5246,,,
how long is the combined days reigned for genichiro tenryu?,25,csv/203-csv/678.csv,nt-5247,,,
who was the last representative to take office?,Ray Mitchell,csv/203-csv/345.csv,nt-5248,,,
who scored more points in the second round of the uefa cup?,Club Brugge,csv/203-csv/5.csv,nt-5249,,,
who was the first president in the 1900's?,N. G. Chandavarkar,csv/204-csv/278.csv,nt-5250,,,
what country received the same number of gold medals as bronze medals?,South Africa,csv/203-csv/206.csv,nt-5251,,,
which film has their role under igiyook?,Shadow of the Wolf,csv/201-csv/36.csv,nt-5252,,,
how many seats does the independent party hold?,0,csv/203-csv/494.csv,nt-5253,,,
"gabon is ranked 32, what country is ranked next?",Gambia,csv/204-csv/225.csv,nt-5254,,,
how many parties were represented in the third duma?,8,csv/204-csv/599.csv,nt-5255,,,
who scored the least amount of points?,Mackenzie,csv/203-csv/254.csv,nt-5256,,,
does cbs serve at least 5 areas?,yes,csv/204-csv/12.csv,nt-5257,,,
who was the last flag bearer?,Nino Salukvadze,csv/204-csv/266.csv,nt-5258,,,
what is the number of wins for each team,1,csv/204-csv/772.csv,nt-5259,,,
how many more more bronze medals did russia earn than china?,21,csv/203-csv/739.csv,nt-5260,,,
what is the only vessel to sink multiple u-boats?,HMS Vidette,csv/203-csv/386.csv,nt-5261,,,
how many speakers (of any language) are represented on the table ?,553 633,csv/204-csv/61.csv,nt-5262,,,
how many competitors were from the same country as david moller?,3,csv/204-csv/862.csv,nt-5263,,,
what was the average age of the grasshoppers?,24,csv/204-csv/26.csv,nt-5264,,,
who is the first winner according to this chart?,Carrickshock,csv/204-csv/777.csv,nt-5265,,,
who took office after the earl of athlone?,The Earl of Clarendon,csv/203-csv/89.csv,nt-5266,,,
which nationality has the most people associated with it?,American,csv/204-csv/698.csv,nt-5267,,,
how many points did the brazilian football team auto get in 1926?,14,csv/203-csv/654.csv,nt-5268,,,
who took office right after uriah forrest?,Benjamin Edwards,csv/203-csv/106.csv,nt-5269,,,
how many times did the team play at home but did not win?,5,csv/204-csv/151.csv,nt-5270,,,
how won the avc championship after tiajin bridgestone's three year streak from 2006 to 2008?,Federbrau,csv/204-csv/474.csv,nt-5271,,,
who finished directly above ryabova?,Katherine Downie,csv/204-csv/422.csv,nt-5272,,,
how many episodes aired in english in the month of october?,22,csv/203-csv/758.csv,nt-5273,,,
how many times has anton lyuboslavskiy competed in the olympic games?,1,csv/203-csv/677.csv,nt-5274,,,
what is the number or grand prix games released by psikyo games from 2003 to 2005?,1,csv/203-csv/583.csv,nt-5275,,,
what is the average percent of vitors of farmers of all years listed?,48,csv/204-csv/581.csv,nt-5276,,,
how many years has does this table cover?,88,csv/203-csv/69.csv,nt-5277,,,
name each driver that drove a peugeot vehicle,Giandomenico Basso|Bruno Magalhães|Luís Serrado|José Camacho,csv/204-csv/538.csv,nt-5278,,,
did james toseland score more or less points than shinichi nakatomi?,more,csv/203-csv/142.csv,nt-5279,,,
how many consecutive games were played in dublin in 2010?,2,csv/204-csv/282.csv,nt-5280,,,
who finished before elia viviani?,José Joaquín Rojas (ESP),csv/204-csv/199.csv,nt-5281,,,
"after winning on september 29, who was the next opponent they won against?",at San Diego Chargers,csv/204-csv/947.csv,nt-5282,,,
"between 2009 and 2010, which driver had the larger amount of points?",Maris Rupeiks,csv/203-csv/425.csv,nt-5283,,,
what is the total about of movies venus pictures produced for film director c.v. sridhar?,5,csv/203-csv/204.csv,nt-5284,,,
does heart london broadcast adult contemporary music or r'n'b and hip-hop?,Adult contemporary,csv/203-csv/603.csv,nt-5285,,,
which language has madhurima spoken more often in films: malayalam or telugu?,Telugu,csv/204-csv/57.csv,nt-5286,,,
"what was the ""to par"" difference between betty jameson and patty berg?",6,csv/204-csv/355.csv,nt-5287,,,
in what year did fabrice santoro make his last grand slam appearance?,2010,csv/203-csv/827.csv,nt-5288,,,
which lifts were not manufactured by poma?,Molly's Express|Stormin' Norman|Palmer Express|Jeff Flood Express (Still Creek Basin),csv/204-csv/907.csv,nt-5289,,,
"of the managerial changes in the 2007-08 football league championship season, of which were there more: managers who were fired or managers who left through mutual consent?",mutual consent,csv/203-csv/156.csv,nt-5290,,,
what is the total number of members whose term expires in 1989?,9,csv/203-csv/407.csv,nt-5291,,,
how many films does jennifer tilly do a voice over role in?,5,csv/201-csv/36.csv,nt-5292,,,
what is the title of the first track on the best of benassi bros greatest hit album?,Rocket In The Sky,csv/203-csv/771.csv,nt-5293,,,
he was the king of the sihag kingdom.,Chokha Singh,csv/203-csv/713.csv,nt-5294,,,
what is the number of times mr. wu has achieved 1st place?,5,csv/203-csv/436.csv,nt-5295,,,
what was the longest number of consecutive first place wins for soviet song in 2004?,3,csv/203-csv/282.csv,nt-5296,,,
what is the average number of winners each year?,4,csv/203-csv/838.csv,nt-5297,,,
which driver won espy awards 11 years apart from each other?,Jeff Gordon,csv/203-csv/364.csv,nt-5298,,,
which district has the next highest population after choiseul?,Anse la Raye,csv/203-csv/212.csv,nt-5299,,,
in 1968 italy used alpino-class frigate. what was its top speed?,28 knots,csv/203-csv/764.csv,nt-5300,,,
which plant had the least amount of employees laid off?,Windsor Casting,csv/204-csv/614.csv,nt-5301,,,
which standard was published first?,ISO/IEC 10746-1,csv/204-csv/200.csv,nt-5302,,,
who served as manager longer--francis bosschaerts or peter maes?,Francis Bosschaerts,csv/204-csv/517.csv,nt-5303,,,
"name one date with the only attendance over 32,000",26 December 1987,csv/204-csv/495.csv,nt-5304,,,
vajiravhud went to college at christ church. who is the other monarch that went there?,Andrew Bertie,csv/203-csv/640.csv,nt-5305,,,
what is the difference of silver medals between south africa and kenya?,7,csv/203-csv/61.csv,nt-5306,,,
in which county in new york did kerry win the most votes?,Bronx,csv/204-csv/606.csv,nt-5307,,,
which month had the same number of road wins as december?,January,csv/204-csv/967.csv,nt-5308,,,
how many competitions has anton lyuboslavskiy been in?,11,csv/203-csv/677.csv,nt-5309,,,
are there at least 13 different components on the chart?,yes,csv/204-csv/451.csv,nt-5310,,,
what is the lowest tier season to season?,4,csv/204-csv/524.csv,nt-5311,,,
what is the only season they were in 19th place?,2006/07,csv/204-csv/524.csv,nt-5312,,,
name a city from the same country as bangalore.,Ahmedabad,csv/204-csv/317.csv,nt-5313,,,
what number of athletes had times that were below 12.40?,11,csv/203-csv/211.csv,nt-5314,,,
did the 1990 southern miss golden eagles football team play more games in alabama or louisiana?,Alabama,csv/203-csv/490.csv,nt-5315,,,
how many of the films listed were a television movie?,10,csv/201-csv/44.csv,nt-5316,,,
"which peaks in the dolomites start with the letter c and are under 3,000 meters?",10,csv/202-csv/80.csv,nt-5317,,,
which opponent did kindley have the most victories against?,Fokker D.VII,csv/202-csv/233.csv,nt-5318,,,
who has the least amount of losses?,Montreal Wanderers,csv/204-csv/964.csv,nt-5319,,,
the round after round 3,4,csv/203-csv/371.csv,nt-5320,,,
what is the name of the first episode?,Nelson the Online Predator,csv/204-csv/997.csv,nt-5321,,,
which album had the single automatic?,Losing Streak,csv/203-csv/661.csv,nt-5322,,,
which month had 15.6 inches in rainfall and also 9.5 inches in snowfall?,Apr,csv/201-csv/33.csv,nt-5323,,,
what was the total number of wins?,30,csv/203-csv/689.csv,nt-5324,,,
which has the same prize money as the french super series?,Japan Super Series|Singapore Super Series|India Super Series,csv/204-csv/634.csv,nt-5325,,,
how many tournaments were held in april?,4,csv/204-csv/865.csv,nt-5326,,,
which driver had the least number of laps?,Tony Kanaan,csv/204-csv/477.csv,nt-5327,,,
how many cities are below 1000 in population?,5,csv/204-csv/6.csv,nt-5328,,,
what was the date of the last game of the 1933-1934 season?,5 May 1934,csv/204-csv/516.csv,nt-5329,,,
"which surname originated in england, but belongs to fewer than one million people?",Wilson,csv/203-csv/573.csv,nt-5330,,,
what award did once in a lifetime win?,Best Actress in a Revival,csv/200-csv/12.csv,nt-5331,,,
were there more cause undetermined or miscellaneous deaths in the baltic states?,Cause undetermined,csv/203-csv/234.csv,nt-5332,,,
what was the setting of club penguin?,Antarctica,csv/204-csv/700.csv,nt-5333,,,
how many children were born in february?,2,csv/204-csv/626.csv,nt-5334,,,
what is the score by bedford in each game at home?,26|16|23|39,csv/203-csv/331.csv,nt-5335,,,
what is the number of score in the final in 1969?,"3-6, 4-6",csv/204-csv/335.csv,nt-5336,,,
who has had the shortest term in office,William Atkinson,csv/203-csv/407.csv,nt-5337,,,
how many athletes had the same rank for both run 1 and run 2?,1,csv/204-csv/963.csv,nt-5338,,,
which film has their role as regina?,Unser stiller Mann,csv/201-csv/34.csv,nt-5339,,,
what year had the most singles?,1991,csv/204-csv/56.csv,nt-5340,,,
how many racers had cooper-climax as their constructor?,3,csv/204-csv/976.csv,nt-5341,,,
which model has the lowest started price?,Access,csv/203-csv/42.csv,nt-5342,,,
"the percentage of people who identified as calvinist was, at most, how much?",15.5%,csv/203-csv/857.csv,nt-5343,,,
who is the only network owner listed in a consecutive order in the chart?,Televisa,csv/204-csv/779.csv,nt-5344,,,
how much time difference was there between france and the united states,57 seconds,csv/204-csv/551.csv,nt-5345,,,
which country took the most time?,Spain,csv/203-csv/160.csv,nt-5346,,,
what is the difference in attendance between the first game in september and the last game in january?,630,csv/204-csv/918.csv,nt-5347,,,
how many viewers watched the episode together we are one?,0.953,csv/204-csv/449.csv,nt-5348,,,
"only one driver was retired due to a fire, who was that driver?",Tony Kanaan,csv/204-csv/468.csv,nt-5349,,,
"who has more premierships, four corners or west milby?",Four Corners,csv/204-csv/198.csv,nt-5350,,,
which track had the highest peak position?,Wide Open Road,csv/203-csv/426.csv,nt-5351,,,
how many eastern wu rules were there?,7,csv/203-csv/347.csv,nt-5352,,,
"which had less episodes, the price to pay or dark tales?",The Price to Pay,csv/204-csv/671.csv,nt-5353,,,
what is the average engine type listed?,Cosworth,csv/204-csv/939.csv,nt-5354,,,
who won the last one?,Zak Irvin,csv/204-csv/585.csv,nt-5355,,,
who ran a shorter time than emebet anteneh mengistu?,Sule Utura,csv/204-csv/90.csv,nt-5356,,,
"the russian title of track 03 is &#1042;&#1086;&#1089;&#1082;&#1086;&#1074;&#1099;&#1077; &#1092;&#1080;&#1075;&#1091;&#1088;&#1099;, but what is the the english title?",Wax Figures,csv/203-csv/574.csv,nt-5357,,,
the number of passenger trains that left mangalore central is how many?,6,csv/204-csv/824.csv,nt-5358,,,
how many compounds are some shade of yellow in color?,3,csv/203-csv/613.csv,nt-5359,,,
what country is last on the list?,Virginia,csv/204-csv/277.csv,nt-5360,,,
how many performance indicators are there for standard 3 for grades 3-5?,2,csv/203-csv/110.csv,nt-5361,,,
who became the ambassador after the completion of hewson ryan's mission?,Phillip V. Sanchez,csv/203-csv/778.csv,nt-5362,,,
the total number of different teams listed as an opponent,19,csv/203-csv/656.csv,nt-5363,,,
which show was the winningest?,Sarabhai vs Sarabhai,csv/203-csv/757.csv,nt-5364,,,
"how many cities in camarines sur have at least 50,000 people?",14,csv/203-csv/147.csv,nt-5365,,,
which one is the top camp on feb.9,Poonathoddam College of Education,csv/204-csv/217.csv,nt-5366,,,
what construction company built most of these landmarks?,Del E. Webb Construction Company,csv/201-csv/17.csv,nt-5367,,,
which make was used the least?,Mercury,csv/203-csv/337.csv,nt-5368,,,
which country built the most ships according to this cart?,United States,csv/203-csv/403.csv,nt-5369,,,
how many total points were score over all the seasons?,608,csv/203-csv/34.csv,nt-5370,,,
"how many peaks h ave an elevation of at least 3,200 feet.",5,csv/203-csv/808.csv,nt-5371,,,
"how many total charts did ""lead me on"" appear on?",6,csv/204-csv/239.csv,nt-5372,,,
how many races had at least 5000 finishers?,6,csv/204-csv/403.csv,nt-5373,,,
"was the attendance of the game held on 11/19/2013 greater than 1,000?",Yes,csv/204-csv/168.csv,nt-5374,,,
who was the next opponent after germany in 2002?,Wales,csv/203-csv/179.csv,nt-5375,,,
what is the difference in weight between the re 465 and the ae 6/6?,36 t,csv/204-csv/850.csv,nt-5376,,,
what is the total number of names listed?,15,csv/204-csv/741.csv,nt-5377,,,
which country had the same number of athletes in the top 10 as the united states?,Soviet Union,csv/204-csv/912.csv,nt-5378,,,
how long ago was it that don january won?,47 years,csv/203-csv/327.csv,nt-5379,,,
who finished after will power?,Sébastien Bourdais,csv/203-csv/452.csv,nt-5380,,,
"other than in gloucester city, name a game that was attended by more than 1,000 people.",Yeovil Town,csv/204-csv/146.csv,nt-5381,,,
"what launch date comes before march 1, 1998?",April 1997,csv/204-csv/582.csv,nt-5382,,,
which of damons' titles won the most awards?,Monster,csv/203-csv/438.csv,nt-5383,,,
was the cathedral church of st. mary built before or after harnham bridge?,before,csv/204-csv/16.csv,nt-5384,,,
how many different locations are there?,9,csv/204-csv/132.csv,nt-5385,,,
how many total laps have been driven in the indy 500?,1130,csv/203-csv/339.csv,nt-5386,,,
what was the only town with two project locations?,Hauppauge,csv/204-csv/185.csv,nt-5387,,,
name another region for the 1985 release other than greece.,Australia,csv/204-csv/128.csv,nt-5388,,,
how many episodes had a nightly rank of 11?,3,csv/204-csv/449.csv,nt-5389,,,
what is the last team on the chart,Dundalk Gaels,csv/204-csv/772.csv,nt-5390,,,
"colombia has the highest graduate enrollment at 15,760. what school has the next highest?",Harvard University,csv/203-csv/592.csv,nt-5391,,,
"how many candidates received less than 5,000 votes?",3,csv/204-csv/951.csv,nt-5392,,,
in how many poll sources did rob astorino not receive 25% or more?,4,csv/204-csv/481.csv,nt-5393,,,
how many quarries was slate mined at?,20,csv/203-csv/2.csv,nt-5394,,,
who was their last opponent in the uefa cup in the 2007-2008 season?,Austria Wien,csv/204-csv/885.csv,nt-5395,,,
what is the total number of stations with frequencies above 100 mhz?,2,csv/204-csv/164.csv,nt-5396,,,
what is the total number of albums listed?,8,csv/204-csv/243.csv,nt-5397,,,
how many times did kelkar play himself?,3,csv/203-csv/173.csv,nt-5398,,,
which finalist received the same score in evening gown as interview?,Kansas,csv/203-csv/523.csv,nt-5399,,,
"how many films grossed more than $80,000,000",3,csv/203-csv/762.csv,nt-5400,,,
in which years did he lead the race the least?,1965|1966,csv/203-csv/339.csv,nt-5401,,,
how many times did fumio place in the top ten?,4,csv/204-csv/798.csv,nt-5402,,,
how long was pilzbach's period of service?,4 years,csv/204-csv/734.csv,nt-5403,,,
how many more points did paul tracy earn during the race than max papis?,20,csv/204-csv/946.csv,nt-5404,,,
which team came in after the titans in the miway t20 challenge?,Highveld Lions,csv/204-csv/642.csv,nt-5405,,,
how many dancers achieved a best score of at least 40?,3,csv/204-csv/711.csv,nt-5406,,,
what was the last year the team finished 2nd?,2003/04,csv/203-csv/183.csv,nt-5407,,,
which year had the most attendance?,2010,csv/204-csv/590.csv,nt-5408,,,
which two clubs have no nickname listed?,Kikoira|West Milby,csv/204-csv/198.csv,nt-5409,,,
how many years did not qualify?,7,csv/203-csv/462.csv,nt-5410,,,
"which landmark was built del e., webb construction company and was also designed to resemble an enlisted aviator badge?",Demountable Hangar,csv/201-csv/17.csv,nt-5411,,,
which year had the weakest score?,2010,csv/203-csv/638.csv,nt-5412,,,
the number of cars finishing in the top ten for braun racing.,2,csv/203-csv/131.csv,nt-5413,,,
when was peter little's last day in office?,"March 3, 1829",csv/203-csv/705.csv,nt-5414,,,
the team with the most international caps,Dinamo Zagreb,csv/203-csv/312.csv,nt-5415,,,
which date was attended by the most people?,November 19,csv/204-csv/917.csv,nt-5416,,,
who finished after felix loch?,Andi Langenhan,csv/204-csv/862.csv,nt-5417,,,
what was the date of the game that had the least number of people in attendance?,September 30,csv/203-csv/809.csv,nt-5418,,,
what was robert doornbos' total time for this race?,1:45:07.617,csv/203-csv/452.csv,nt-5419,,,
what is the total number of children listed?,7,csv/204-csv/626.csv,nt-5420,,,
number of silver and bronze medals for finland in the 1924 summer olympics,22,csv/204-csv/413.csv,nt-5421,,,
how many barangays does the city of angono have?,10,csv/204-csv/987.csv,nt-5422,,,
which group of voters is listed below high school educated?,Grade School educated,csv/204-csv/581.csv,nt-5423,,,
how many albums were made in the 70's?,4,csv/204-csv/394.csv,nt-5424,,,
what is the name of the swara that comes after panchama?,Shuddha Dhaivata,csv/203-csv/352.csv,nt-5425,,,
in what year did bend or win his first race?,1879,csv/203-csv/584.csv,nt-5426,,,
which is the only track under two minutes?,Intro,csv/204-csv/184.csv,nt-5427,,,
what is the difference in total victims between vilovo and novi sad?,1182,csv/204-csv/693.csv,nt-5428,,,
what is the name before anja parson?,Marlies Schild,csv/204-csv/963.csv,nt-5429,,,
which original owner had the most locomotives?,Penrhyn Quarry,csv/204-csv/30.csv,nt-5430,,,
what country only received gold medals in the 1994 winter olympics biathlon?,Canada (CAN),csv/204-csv/703.csv,nt-5431,,,
which woman had the best time?,Anna Meares,csv/202-csv/118.csv,nt-5432,,,
"who has spent more time as nwa world heavyyweight champion, gene kiniski or ric flair?",Ric Flair,csv/202-csv/45.csv,nt-5433,,,
"who was the top competitor at the december 9, 2005 games in aspen?",Nadia Styger,csv/204-csv/730.csv,nt-5434,,,
how many drivers had an average speed faster than 135 mph?,16,csv/204-csv/604.csv,nt-5435,,,
what episode had the highest amount of u.s viewers?,"Dead Drop|""Loose Ends""",csv/203-csv/349.csv,nt-5436,,,
how many different champions were there in the 2000 - 2005 seasons?,4,csv/203-csv/341.csv,nt-5437,,,
who was the first linebacker selected in this round?,Jerry Muckensturm,csv/204-csv/70.csv,nt-5438,,,
which athlete has the least number of metres?,Earlene Brown,csv/203-csv/865.csv,nt-5439,,,
how many times did duke place first?,8,csv/204-csv/807.csv,nt-5440,,,
which team had the most pyramids?,UP Pep Squad,csv/204-csv/548.csv,nt-5441,,,
who are the top 3 drivers from the united states?,Michael Andretti|Scott Pruett|Bryan Herta,csv/204-csv/477.csv,nt-5442,,,
what is the total time of each of the athletes?,1:48.64|1:49.52|1:49.91|1:50.33|1:50.64|1:50.66|1:50.94|1:51.17|1:51.37|1:51.48,csv/203-csv/358.csv,nt-5443,,,
how many more winners were there than nominees?,4,csv/204-csv/337.csv,nt-5444,,,
what is the first english translation listed on the table?,To the Chair of the Prince of the Apostles,csv/203-csv/476.csv,nt-5445,,,
who was in office for the most amount of time?,Walter Gilbert Campbell,csv/203-csv/559.csv,nt-5446,,,
what were the total number of years wallace wade was a coach?,4,csv/203-csv/577.csv,nt-5447,,,
nfl blitz special edition and nfl blitz 20-02 were both released in what year?,2001,csv/203-csv/272.csv,nt-5448,,,
what is the difference between the nation with the most medals and the nation with the least amount of medals?,193,csv/203-csv/497.csv,nt-5449,,,
which country have they played against the most?,Portugal,csv/203-csv/378.csv,nt-5450,,,
what is the english dubbed title of the first episode to air in english in october of 1995?,"Who Is That Masked Man? / ""Usagi is Thrilled! Tuxedo Mask's Love Letter""",csv/203-csv/758.csv,nt-5451,,,
what was the very first station to open?,"Mount Wilson, California",csv/203-csv/839.csv,nt-5452,,,
what is the first area covered?,South West,csv/203-csv/287.csv,nt-5453,,,
"previous to barhampur, what is the name of the constituency associated with the asom gana parishad listed?",Abhayapuri North,csv/204-csv/60.csv,nt-5454,,,
which country has the highest per capita (usd) for 2017?,Qatar,csv/203-csv/530.csv,nt-5455,,,
how many voters did mccain have in boone county?,"36,849",csv/203-csv/660.csv,nt-5456,,,
what are the number of times the location was in madrid?,2,csv/204-csv/132.csv,nt-5457,,,
what is the number of people in the liberal party?,19,csv/203-csv/407.csv,nt-5458,,,
what is the number of times that scott simpson was runner-up to him?,1,csv/203-csv/473.csv,nt-5459,,,
what was the number of competitors who qualified in group a?,15,csv/204-csv/741.csv,nt-5460,,,
how many times was golding in 2nd position?,0,csv/203-csv/299.csv,nt-5461,,,
how many episodes had both an original air date and an english air date?,41,csv/203-csv/758.csv,nt-5462,,,
which country/countries has the same number of total metals as thailand?,Iran|Malaysia,csv/204-csv/183.csv,nt-5463,,,
how many years had more than 500 deaths but less than 502?,1,csv/203-csv/668.csv,nt-5464,,,
who was the first div sec division?,Vengalachedikulam,csv/204-csv/217.csv,nt-5465,,,
how long after mlk was a graduate student did he receive a laureate?,13 years,csv/203-csv/437.csv,nt-5466,,,
tell me a match that matchup was the same as the first one.,Amplistan vs. Bestrudia (friendly) Result: 1-1,csv/204-csv/837.csv,nt-5467,,,
how many players were in at least five seasons?,4,csv/204-csv/747.csv,nt-5468,,,
which year between 1893 and 1898 was there not an order?,1895,csv/204-csv/737.csv,nt-5469,,,
what was the most amount of disclosed money payed for a transfer during this season?,"£6,000,000",csv/204-csv/686.csv,nt-5470,,,
"which region appears more on this list, france or united states?",United States,csv/204-csv/17.csv,nt-5471,,,
number of super chinese world games released,3,csv/203-csv/55.csv,nt-5472,,,
how many consecutive wins did ucla have starting in 2005?,5,csv/203-csv/726.csv,nt-5473,,,
how many times has this racer finished below 20th position?,2,csv/204-csv/798.csv,nt-5474,,,
