question,answer,context,id,task,direction,size
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_3835.csv,nt7011,arithmetic,row,"(4, 4)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_2295.csv,nt7012,arithmetic,row,"(4, 4)"
List all items in Col 3,"S,V,D,R,I,I,Y,T",csv/0-csv/item_4962.csv,nt7013,item,col,"(8, 8)"
What is the minimum of Row 10?,3,csv/0-csv/arithmetic_1944.csv,nt7014,arithmetic,row,"(12, 12)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_1950.csv,nt7015,arithmetic,col,"(4, 4)"
What is the minimum of Row 3?,3,csv/0-csv/arithmetic_1788.csv,nt7016,arithmetic,row,"(10, 10)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_2281.csv,nt7017,arithmetic,row,"(6, 6)"
What is the minimum of Row 7?,1,csv/0-csv/arithmetic_4828.csv,nt7018,arithmetic,row,"(10, 10)"
List all items in Col 6,"D,X,S,Q,X,O",csv/0-csv/item_4976.csv,nt7019,item,col,"(6, 6)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_4196.csv,nt7020,arithmetic,row,"(6, 6)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_3821.csv,nt7021,arithmetic,row,"(6, 6)"
What is the maximum of Col 10?,8,csv/0-csv/arithmetic_5288.csv,nt7022,arithmetic,col,"(10, 10)"
List all items in Row 1,"W,A,Y,T,G,I,U,U",csv/0-csv/item_6807.csv,nt7023,item,row,"(8, 8)"
What is the minimum of Col 3?,2,csv/0-csv/arithmetic_6781.csv,nt7024,arithmetic,col,"(6, 6)"
What is the minimum of Col 3?,4,csv/0-csv/arithmetic_801.csv,nt7025,arithmetic,col,"(6, 6)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_6959.csv,nt7026,arithmetic,col,"(12, 12)"
List all items in Row 3,"B,F,P,Y,G,D",csv/0-csv/item_2491.csv,nt7027,item,row,"(6, 6)"
List all items in Col 7,"Z,U,S,L,J,L,J,U",csv/0-csv/item_3957.csv,nt7028,item,col,"(8, 8)"
List all items in Row 8,"Z,Q,R,N,P,F,W,W",csv/0-csv/item_857.csv,nt7029,item,row,"(8, 8)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_3809.csv,nt7030,arithmetic,col,"(12, 12)"
What is the minimum of Row 12?,1,csv/0-csv/arithmetic_829.csv,nt7031,arithmetic,row,"(12, 12)"
List all items in Row 6,"Q,U,W,I,R,A,E,B,O,K",csv/0-csv/item_1198.csv,nt7032,item,row,"(10, 10)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_6971.csv,nt7033,arithmetic,col,"(6, 6)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_197.csv,nt7034,arithmetic,col,"(8, 8)"
What is the minimum of Row 7?,2,csv/0-csv/arithmetic_1978.csv,nt7035,arithmetic,row,"(10, 10)"
List all items in Col 2,"T,P,B,B,A,J",csv/0-csv/item_6191.csv,nt7036,item,col,"(6, 6)"
List all items in Col 5,"R,K,X,R,X,E",csv/0-csv/item_1826.csv,nt7037,item,col,"(6, 6)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_4800.csv,nt7038,arithmetic,row,"(4, 4)"
List all items in Row 6,"X,L,B,W,J,J",csv/0-csv/item_4786.csv,nt7039,item,row,"(6, 6)"
List all items in Row 1,"V,U,R,C,L,D,N,O,P,R",csv/0-csv/item_5498.csv,nt7040,item,row,"(10, 10)"
What is the minimum of Col 10?,2,csv/0-csv/arithmetic_4814.csv,nt7041,arithmetic,col,"(12, 12)"
List all items in Row 6,"Q,H,J,D,A,B,J,C",csv/0-csv/item_4792.csv,nt7042,item,row,"(8, 8)"
What is the minimum of Col 5?,1,csv/0-csv/arithmetic_183.csv,nt7043,arithmetic,col,"(10, 10)"
List all items in Col 1,"L,X,Q,Q",csv/0-csv/item_6185.csv,nt7044,item,col,"(4, 4)"
List all items in Row 7,"J,E,N,F,O,J,T,A",csv/0-csv/item_1832.csv,nt7045,item,row,"(8, 8)"
What is the minimum of Row 2?,5,csv/0-csv/arithmetic_6965.csv,nt7046,arithmetic,row,"(4, 4)"
List all items in Col 4,"J,C,B,E",csv/0-csv/item_2485.csv,nt7047,item,col,"(4, 4)"
List all items in Row 5,"N,E,E,Q,A,Q,X,F,K,S",csv/0-csv/item_3943.csv,nt7048,item,row,"(10, 10)"
List all items in Row 8,"Y,U,Q,O,U,S,C,U,C,N",csv/0-csv/item_843.csv,nt7049,item,row,"(10, 10)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_2530.csv,nt7050,arithmetic,col,"(4, 4)"
List all items in Col 2,"I,S,H,X",csv/0-csv/item_3770.csv,nt7051,item,col,"(4, 4)"
List all items in Row 1,"I,L,Z,K",csv/0-csv/item_670.csv,nt7052,item,row,"(4, 4)"
List all items in Row 5,"P,G,P,W,R,W",csv/0-csv/item_5301.csv,nt7053,item,row,"(6, 6)"
What is the maximum of Row 2?,8,csv/0-csv/arithmetic_4141.csv,nt7054,arithmetic,row,"(6, 6)"
List all items in Row 5,"X,K,Q,P,R,F,F,I,I,T",csv/0-csv/item_6608.csv,nt7055,item,row,"(10, 10)"
List all items in Row 4,"S,X,J,W,P,H,A,V",csv/0-csv/item_1167.csv,nt7056,item,row,"(8, 8)"
What is the maximum of Col 2?,9,csv/0-csv/arithmetic_1039.csv,nt7057,arithmetic,col,"(12, 12)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_6756.csv,nt7058,arithmetic,row,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_6030.csv,nt7059,arithmetic,col,"(4, 4)"
List all items in Col 2,"B,I,O,N,Y,Q",csv/0-csv/item_1601.csv,nt7060,item,col,"(6, 6)"
What is the maximum of Row 10?,10,csv/0-csv/arithmetic_168.csv,nt7061,arithmetic,row,"(10, 10)"
What is the maximum of Col 2?,9,csv/0-csv/arithmetic_1987.csv,nt7062,arithmetic,col,"(8, 8)"
List all items in Row 1,"H,M,F,J,U,P,C,H",csv/0-csv/item_5467.csv,nt7063,item,row,"(8, 8)"
What is the maximum of Row 3?,7,csv/0-csv/arithmetic_4627.csv,nt7064,arithmetic,row,"(8, 8)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_3148.csv,nt7065,arithmetic,row,"(10, 10)"
List all items in Col 1,"C,A,G,N,I,D",csv/0-csv/item_116.csv,nt7066,item,col,"(6, 6)"
List all items in Row 10,"E,T,Q,C,K,G,X,L,J,Z",csv/0-csv/item_2308.csv,nt7067,item,row,"(10, 10)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_2256.csv,nt7068,arithmetic,col,"(6, 6)"
List all items in Col 5,"Z,Y,Y,M,C,V",csv/0-csv/item_3016.csv,nt7069,item,col,"(6, 6)"
List all items in Col 9,"P,U,B,E,C,R,K,F,B,Y,P,S",csv/0-csv/item_4779.csv,nt7070,item,col,"(12, 12)"
What is the minimum of Row 9?,1,csv/0-csv/arithmetic_5539.csv,nt7071,arithmetic,row,"(12, 12)"
List all items in Row 2,"A,S,R,D,J,P,P,N,B,L",csv/0-csv/item_5473.csv,nt7072,item,row,"(10, 10)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_4633.csv,nt7073,arithmetic,col,"(10, 10)"
List all items in Row 4,"I,P,L,A,V,X,G,M",csv/0-csv/item_102.csv,nt7074,item,row,"(8, 8)"
What is the minimum of Row 7?,2,csv/0-csv/arithmetic_2242.csv,nt7075,arithmetic,row,"(8, 8)"
List all items in Row 6,"U,X,T,L,Q,X,R,O",csv/0-csv/item_3002.csv,nt7076,item,row,"(8, 8)"
What is the maximum of Row 10?,10,csv/0-csv/arithmetic_6024.csv,nt7077,arithmetic,row,"(12, 12)"
List all items in Row 2,"B,B,W,H",csv/0-csv/item_1615.csv,nt7078,item,row,"(4, 4)"
What is the maximum of Row 6?,7,csv/0-csv/arithmetic_1993.csv,nt7079,arithmetic,row,"(10, 10)"
List all items in Col 4,"O,K,G,O,F,C,W,L,M,Z",csv/0-csv/item_1173.csv,nt7080,item,col,"(10, 10)"
What is the maximum of Row 3?,8,csv/0-csv/arithmetic_6742.csv,nt7081,arithmetic,row,"(8, 8)"
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_2524.csv,nt7082,arithmetic,col,"(12, 12)"
List all items in Row 4,"O,M,Y,Q,G,I,I,E,E,S,T,W",csv/0-csv/item_3764.csv,nt7083,item,row,"(12, 12)"
List all items in Col 11,"E,P,I,Q,Q,V,J,O,J,I,N,G",csv/0-csv/item_664.csv,nt7084,item,col,"(12, 12)"
List all items in Col 1,"V,A,R,W",csv/0-csv/item_5315.csv,nt7085,item,col,"(4, 4)"
What is the minimum of Row 3?,2,csv/0-csv/arithmetic_4155.csv,nt7086,arithmetic,row,"(4, 4)"
List all items in Col 5,"I,Z,G,S,G,A,A,Q,L,O,U,P",csv/0-csv/item_6634.csv,nt7087,item,col,"(12, 12)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_632.csv,nt7088,arithmetic,col,"(8, 8)"
What is the minimum of Row 4?,6,csv/0-csv/arithmetic_1005.csv,nt7089,arithmetic,row,"(4, 4)"
List all items in Row 9,"O,G,E,X,E,F,Y,H,K,L,C,I",csv/0-csv/item_894.csv,nt7090,item,row,"(12, 12)"
What is the maximum of Row 10?,10,csv/0-csv/arithmetic_5263.csv,nt7091,arithmetic,row,"(10, 10)"
List all items in Row 9,"M,O,T,W,E,L,E,M,S,Z",csv/0-csv/item_4023.csv,nt7092,item,row,"(10, 10)"
List all items in Col 3,"D,U,I,U,H,V,E,E",csv/0-csv/item_2452.csv,nt7093,item,col,"(8, 8)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_76.csv,nt7094,arithmetic,row,"(6, 6)"
What is the minimum of Col 7?,1,csv/0-csv/arithmetic_3612.csv,nt7095,arithmetic,col,"(8, 8)"
List all items in Row 1,"S,Y,L,A,J,E,I,H,C,O,G,O",csv/0-csv/item_3994.csv,nt7096,item,row,"(12, 12)"
List all items in Col 5,"R,A,Z,K,L,J,G,A,F,F,H,E",csv/0-csv/item_2334.csv,nt7097,item,col,"(12, 12)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_3174.csv,nt7098,arithmetic,row,"(12, 12)"
What is the minimum of Col 4?,3,csv/0-csv/arithmetic_5505.csv,nt7099,arithmetic,col,"(4, 4)"
List all items in Col 2,"C,T,C,G",csv/0-csv/item_4745.csv,nt7100,item,col,"(4, 4)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_1763.csv,nt7101,arithmetic,row,"(10, 10)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_154.csv,nt7102,arithmetic,col,"(12, 12)"
List all items in Row 3,"Z,D,R,O,T,X,O,V",csv/0-csv/item_6152.csv,nt7103,item,row,"(8, 8)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_6018.csv,nt7104,arithmetic,col,"(10, 10)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_1777.csv,nt7105,arithmetic,col,"(8, 8)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_140.csv,nt7106,arithmetic,row,"(4, 4)"
List all items in Col 4,"P,Y,Z,Y,D,R,I,A,A,J,R,Z",csv/0-csv/item_1629.csv,nt7107,item,col,"(12, 12)"
List all items in Row 5,"I,K,Q,U,Q,F",csv/0-csv/item_6146.csv,nt7108,item,row,"(6, 6)"
List all items in Col 2,"R,P,I,K",csv/0-csv/item_2320.csv,nt7109,item,col,"(4, 4)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_3160.csv,nt7110,arithmetic,row,"(4, 4)"
List all items in Row 7,"P,V,T,C,P,H,M,G,M,M,E,J",csv/0-csv/item_4989.csv,nt7111,item,row,"(12, 12)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_5511.csv,nt7112,arithmetic,row,"(6, 6)"
List all items in Col 1,"T,C,O,X,Q,Z",csv/0-csv/item_4751.csv,nt7113,item,col,"(6, 6)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_5277.csv,nt7114,arithmetic,row,"(8, 8)"
List all items in Col 2,"W,Y,X,B",csv/0-csv/item_880.csv,nt7115,item,col,"(4, 4)"
List all items in Row 3,"N,J,Q,P,M,B,D,A",csv/0-csv/item_4037.csv,nt7116,item,row,"(8, 8)"
List all items in Row 4,"L,P,A,Y,L,X,T,S,I,D",csv/0-csv/item_3758.csv,nt7117,item,row,"(10, 10)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_2518.csv,nt7118,arithmetic,col,"(10, 10)"
List all items in Col 3,"W,F,M,H,R,L,A,A,S,K",csv/0-csv/item_658.csv,nt7119,item,col,"(10, 10)"
List all items in Col 2,"M,T,G,B,I,Q",csv/0-csv/item_2446.csv,nt7120,item,col,"(6, 6)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_3606.csv,nt7121,arithmetic,row,"(6, 6)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_62.csv,nt7122,arithmetic,col,"(8, 8)"
List all items in Col 4,"C,X,A,C",csv/0-csv/item_3980.csv,nt7123,item,col,"(4, 4)"
What is the maximum of Row 11?,9,csv/0-csv/arithmetic_4169.csv,nt7124,arithmetic,row,"(12, 12)"
List all items in Col 10,"I,Z,Y,B,F,S,D,B,V,D,V,W",csv/0-csv/item_5329.csv,nt7125,item,col,"(12, 12)"
List all items in Row 2,"I,C,S,X",csv/0-csv/item_6620.csv,nt7126,item,row,"(4, 4)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_626.csv,nt7127,arithmetic,row,"(6, 6)"
What is the maximum of Row 3?,9,csv/0-csv/arithmetic_1011.csv,nt7128,arithmetic,row,"(6, 6)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_5920.csv,nt7129,arithmetic,row,"(4, 4)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_3389.csv,nt7130,arithmetic,row,"(12, 12)"
What is the minimum of Row 7?,1,csv/0-csv/arithmetic_2097.csv,nt7131,arithmetic,row,"(8, 8)"
List all items in Row 2,"D,C,Q,X,X,C,M,N",csv/0-csv/item_2877.csv,nt7132,item,row,"(8, 8)"
What is the maximum of Col 2?,8,csv/0-csv/arithmetic_4380.csv,nt7133,arithmetic,col,"(4, 4)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_2929.csv,nt7134,arithmetic,row,"(12, 12)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_6597.csv,nt7135,arithmetic,col,"(8, 8)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_6583.csv,nt7136,arithmetic,row,"(10, 10)"
List all items in Row 5,"C,H,V,J,H,G,A,O,N,H",csv/0-csv/item_2863.csv,nt7137,item,row,"(10, 10)"
What is the minimum of Row 11?,1,csv/0-csv/arithmetic_4394.csv,nt7138,arithmetic,row,"(12, 12)"
What is the maximum of Row 8?,9,csv/0-csv/arithmetic_5934.csv,nt7139,arithmetic,row,"(12, 12)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_2083.csv,nt7140,arithmetic,row,"(10, 10)"
List all items in Col 1,"P,T,S,C,F,O,K,V,J,C,Q,R",csv/0-csv/item_4584.csv,nt7141,item,col,"(12, 12)"
List all items in Row 6,"M,X,D,O,F,Z,N,N",csv/0-csv/item_5842.csv,nt7142,item,row,"(8, 8)"
List all items in Col 2,"L,P,L,F,J,M,U,X,F,L",csv/0-csv/item_6393.csv,nt7143,item,col,"(10, 10)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_395.csv,nt7144,arithmetic,row,"(4, 4)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_2915.csv,nt7145,arithmetic,row,"(4, 4)"
List all items in Col 8,"G,R,C,W,A,F,Y,T,R,G",csv/0-csv/item_2693.csv,nt7146,item,col,"(10, 10)"
List all items in Col 7,"T,M,I,B,U,R,S,T,C,L,V,S",csv/0-csv/item_3599.csv,nt7147,item,col,"(12, 12)"
What is the minimum of Row 2?,3,csv/0-csv/arithmetic_2901.csv,nt7148,arithmetic,row,"(6, 6)"
List all items in Col 3,"V,K,X,L,B,X,Z,I",csv/0-csv/item_2687.csv,nt7149,item,col,"(8, 8)"
List all items in Row 9,"Y,Y,W,Y,A,O,J,K,X,X,E,D",csv/0-csv/item_499.csv,nt7150,item,row,"(12, 12)"
List all items in Row 1,"J,N,X,W,Q,Z,X,Y",csv/0-csv/item_6387.csv,nt7151,item,row,"(8, 8)"
What is the maximum of Col 6?,9,csv/0-csv/arithmetic_381.csv,nt7152,arithmetic,col,"(6, 6)"
What is the minimum of Row 7?,2,csv/0-csv/arithmetic_5908.csv,nt7153,arithmetic,row,"(10, 10)"
List all items in Col 1,"K,T,F,B",csv/0-csv/item_4590.csv,nt7154,item,col,"(4, 4)"
List all items in Row 1,"R,U,H,E,S,M",csv/0-csv/item_5856.csv,nt7155,item,row,"(6, 6)"
List all items in Row 4,"N,P,M,D,G,C,Z,V,V,V,O,W",csv/0-csv/item_3214.csv,nt7156,item,row,"(12, 12)"
What is the minimum of Row 12?,2,csv/0-csv/arithmetic_2054.csv,nt7157,arithmetic,row,"(12, 12)"
List all items in Col 9,"S,Y,G,I,Z,Z,Z,W,Z,Y,T,Y",csv/0-csv/item_314.csv,nt7158,item,col,"(12, 12)"
What is the maximum of Row 3?,3,csv/0-csv/arithmetic_4425.csv,nt7159,arithmetic,row,"(4, 4)"
List all items in Row 1,"H,E,S,X",csv/0-csv/item_5665.csv,nt7160,item,row,"(4, 4)"
List all items in Col 6,"E,A,E,E,S,N,V,B,N,M",csv/0-csv/item_1403.csv,nt7161,item,col,"(10, 10)"
What is the maximum of Col 6?,7,csv/0-csv/arithmetic_6232.csv,nt7162,arithmetic,col,"(8, 8)"
What is the minimum of Col 10?,2,csv/0-csv/arithmetic_6554.csv,nt7163,arithmetic,col,"(12, 12)"
List all items in Col 2,"K,M,Y,C",csv/0-csv/item_1365.csv,nt7164,item,col,"(4, 4)"
What is the maximum of Col 7?,10,csv/0-csv/arithmetic_4343.csv,nt7165,arithmetic,col,"(10, 10)"
List all items in Col 10,"U,I,J,G,S,M,I,M,W,K",csv/0-csv/item_5103.csv,nt7166,item,col,"(10, 10)"
List all items in Row 8,"K,K,R,G,K,K,N,Z",csv/0-csv/item_472.csv,nt7167,item,row,"(8, 8)"
List all items in Row 1,"L,T,Y,B,Y,E,G,U",csv/0-csv/item_3572.csv,nt7168,item,row,"(8, 8)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_2732.csv,nt7169,arithmetic,col,"(8, 8)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_4357.csv,nt7170,arithmetic,col,"(8, 8)"
List all items in Row 4,"Z,O,M,R,V,P,V,I",csv/0-csv/item_5117.csv,nt7171,item,row,"(8, 8)"
List all items in Col 7,"G,Q,P,X,X,G,V,J,Y,L",csv/0-csv/item_2678.csv,nt7172,item,col,"(10, 10)"
List all items in Col 1,"O,G,U,I,F,T",csv/0-csv/item_466.csv,nt7173,item,col,"(6, 6)"
What is the minimum of Row 5?,2,csv/0-csv/arithmetic_3438.csv,nt7174,arithmetic,row,"(10, 10)"
List all items in Row 1,"B,K,J,T,G,X",csv/0-csv/item_3566.csv,nt7175,item,row,"(6, 6)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_2726.csv,nt7176,arithmetic,row,"(6, 6)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_5049.csv,nt7177,arithmetic,row,"(12, 12)"
List all items in Col 10,"W,M,T,Q,D,O,J,V,X,F,X,M",csv/0-csv/item_4209.csv,nt7178,item,col,"(12, 12)"
What is the minimum of Col 1?,2,csv/0-csv/arithmetic_6540.csv,nt7179,arithmetic,col,"(4, 4)"
What is the minimum of Col 5?,1,csv/0-csv/arithmetic_418.csv,nt7180,arithmetic,col,"(10, 10)"
List all items in Col 5,"O,G,T,K,I,G",csv/0-csv/item_1371.csv,nt7181,item,col,"(6, 6)"
List all items in Col 3,"G,Q,X,M,U,C,H,N,V,N",csv/0-csv/item_6378.csv,nt7182,item,col,"(10, 10)"
List all items in Col 1,"N,R,D,U,E,J,U,N",csv/0-csv/item_1417.csv,nt7183,item,col,"(8, 8)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_1549.csv,nt7184,arithmetic,row,"(12, 12)"
What is the maximum of Col 2?,9,csv/0-csv/arithmetic_6226.csv,nt7185,arithmetic,col,"(6, 6)"
List all items in Col 1,"P,D,R,L",csv/0-csv/item_3200.csv,nt7186,item,col,"(4, 4)"
What is the minimum of Col 2?,3,csv/0-csv/arithmetic_2040.csv,nt7187,arithmetic,col,"(4, 4)"
List all items in Col 2,"Q,C,A,G",csv/0-csv/item_300.csv,nt7188,item,col,"(4, 4)"
What is the maximum of Row 3?,9,csv/0-csv/arithmetic_4431.csv,nt7189,arithmetic,row,"(6, 6)"
List all items in Row 3,"F,A,N,J,R,G",csv/0-csv/item_5671.csv,nt7190,item,row,"(6, 6)"
List all items in Col 4,"P,F,Y,V",csv/0-csv/item_6350.csv,nt7191,item,col,"(4, 4)"
What is the minimum of Row 6?,3,csv/0-csv/arithmetic_356.csv,nt7192,arithmetic,row,"(6, 6)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_1561.csv,nt7193,arithmetic,col,"(6, 6)"
List all items in Col 2,"M,L,R,N,C,P,B,L",csv/0-csv/item_4547.csv,nt7194,item,col,"(8, 8)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_5707.csv,nt7195,arithmetic,row,"(8, 8)"
List all items in Row 3,"X,H,E,U,R,A",csv/0-csv/item_5881.csv,nt7196,item,row,"(6, 6)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_2068.csv,nt7197,arithmetic,row,"(10, 10)"
List all items in Row 5,"K,K,O,M,O,W,E,E,T,T",csv/0-csv/item_3228.csv,nt7198,item,row,"(10, 10)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_3376.csv,nt7199,arithmetic,col,"(6, 6)"
List all items in Col 6,"U,D,P,F,N,X",csv/0-csv/item_2136.csv,nt7200,item,col,"(6, 6)"
List all items in Row 7,"K,B,X,K,R,F,S,R,R,O",csv/0-csv/item_328.csv,nt7201,item,row,"(10, 10)"
List all items in Col 1,"Z,B,J,Q,O,T,E,C,Q,F,O,H",csv/0-csv/item_5659.csv,nt7202,item,col,"(12, 12)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_4419.csv,nt7203,arithmetic,col,"(12, 12)"
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_3410.csv,nt7204,arithmetic,row,"(4, 4)"
List all items in Row 2,"N,M,H,B",csv/0-csv/item_2650.csv,nt7205,item,row,"(4, 4)"
List all items in Row 1,"D,V,G,A,S,F",csv/0-csv/item_4221.csv,nt7206,item,row,"(6, 6)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_5061.csv,nt7207,arithmetic,row,"(6, 6)"
List all items in Row 1,"N,R,P,H,U,B,D,F,Z,H",csv/0-csv/item_2888.csv,nt7208,item,row,"(10, 10)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_6568.csv,nt7209,arithmetic,row,"(10, 10)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_1207.csv,nt7210,arithmetic,col,"(8, 8)"
List all items in Col 6,"Q,D,L,L,L,D,M,A,Q,A,R,S",csv/0-csv/item_1359.csv,nt7211,item,col,"(12, 12)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_430.csv,nt7212,arithmetic,col,"(4, 4)"
List all items in Col 3,"G,U,P,X,P,C",csv/0-csv/item_6436.csv,nt7213,item,col,"(6, 6)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_1213.csv,nt7214,arithmetic,col,"(10, 10)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_424.csv,nt7215,arithmetic,row,"(12, 12)"
List all items in Row 8,"X,V,P,R,Y,Y,E,V",csv/0-csv/item_6422.csv,nt7216,item,row,"(8, 8)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_3404.csv,nt7217,arithmetic,col,"(12, 12)"
List all items in Col 3,"D,I,B,L,N,B,L,E,Z,G,A,D",csv/0-csv/item_2644.csv,nt7218,item,col,"(12, 12)"
List all items in Row 4,"K,J,O,X",csv/0-csv/item_4235.csv,nt7219,item,row,"(4, 4)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_5075.csv,nt7220,arithmetic,row,"(4, 4)"
List all items in Col 7,"O,J,G,M,I,D,B,S,G,H",csv/0-csv/item_4553.csv,nt7221,item,col,"(10, 10)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_5713.csv,nt7222,arithmetic,col,"(10, 10)"
List all items in Col 1,"R,R,N,S",csv/0-csv/item_5895.csv,nt7223,item,col,"(4, 4)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_3362.csv,nt7224,arithmetic,row,"(8, 8)"
List all items in Row 2,"R,N,G,T,F,V,P,M",csv/0-csv/item_2122.csv,nt7225,item,row,"(8, 8)"
List all items in Col 9,"Z,C,L,C,B,T,L,T,B,U,K,E",csv/0-csv/item_6344.csv,nt7226,item,col,"(12, 12)"
What is the maximum of Row 3?,6,csv/0-csv/arithmetic_342.csv,nt7227,arithmetic,row,"(8, 8)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_1575.csv,nt7228,arithmetic,row,"(4, 4)"
What is the minimum of Col 4?,4,csv/0-csv/arithmetic_6385.csv,nt7229,arithmetic,col,"(4, 4)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_4592.csv,nt7230,arithmetic,row,"(8, 8)"
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_5854.csv,nt7231,arithmetic,col,"(12, 12)"
List all items in Col 1,"T,S,R,S,P,L,Y,Q,N,Y",csv/0-csv/item_2903.csv,nt7232,item,col,"(10, 10)"
What is the maximum of Row 4?,8,csv/0-csv/arithmetic_2685.csv,nt7233,arithmetic,row,"(4, 4)"
What is the minimum of Col 9?,1,csv/0-csv/arithmetic_1398.csv,nt7234,arithmetic,col,"(10, 10)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_2849.csv,nt7235,arithmetic,row,"(12, 12)"
List all items in Row 5,"F,G,K,W,F,L,D,R",csv/0-csv/item_2917.csv,nt7236,item,row,"(8, 8)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_2691.csv,nt7237,arithmetic,row,"(6, 6)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_5698.csv,nt7238,arithmetic,col,"(10, 10)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_4586.csv,nt7239,arithmetic,row,"(6, 6)"
What is the maximum of Col 1?,9,csv/0-csv/arithmetic_5840.csv,nt7240,arithmetic,col,"(4, 4)"
List all items in Row 1,"R,T,H,V,V,C,E,O,J,D",csv/0-csv/item_68.csv,nt7241,item,row,"(10, 10)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_6391.csv,nt7242,arithmetic,col,"(6, 6)"
List all items in Row 3,"U,J,N,K,D,F",csv/0-csv/item_5936.csv,nt7243,item,row,"(6, 6)"
What is the maximum of Row 7?,10,csv/0-csv/arithmetic_5868.csv,nt7244,arithmetic,row,"(10, 10)"
List all items in Col 3,"A,W,R,A,N,I",csv/0-csv/item_2081.csv,nt7245,item,col,"(6, 6)"
List all items in Row 7,"X,G,H,Q,O,B,K,E,V,U",csv/0-csv/item_1588.csv,nt7246,item,row,"(10, 10)"
List all items in Row 1,"X,U,Y,P",csv/0-csv/item_40.csv,nt7247,item,row,"(4, 4)"
List all items in Col 4,"D,E,U,L,L,V",csv/0-csv/item_6581.csv,nt7248,item,col,"(6, 6)"
